barcode,name,unit_cost,retail_price,quantity
8997880000000,COLA CANDY 30SX1 HANGER,22.4,24.0,1
4806520000000,COLA DIPS 36PCSX1,0.0,0.0,1
0000000589415,Cola ICE CANDY 6x10s                                                                                                 6x10s,60.0,65.0,6x10s
0000000035695,COLA ICE CANDY BOX 1box X 8pCKS,70.0,1.0,1
4806510000000,COLA ICE POP 1X10PCS,30.0,35.0,1X10PCS
904807000000000,COLA ICE POP 1X60PCS,175.0,200.0,1X60PCS
8856240000000,COLA SPRAY 1X20s,88.0,100.0,1X20s
6983440000000,COLA SPRAY20S 1x20PCS,70.0,90.0,1x20PCS
128850000000000,COLCATE COOL MENTHOL FRESH (GREEN)                                                                                         12x20ML,92.76,100.0,12x20ML
908850000000000,COLCATE COOL MENTHOL FRESH (GREEN) 144x22G,1112.0,1150.0,144x22G
8850010000000,COLCATE COOL MENTHOL FRESH (GREEN) 1x126G,99.0,107.0,1x126G
8850010000000,COLCATE COOL MENTHOL FRESH (GREEN) 1x193G,135.0,147.0,1x193G
8850010000000,COLCATE COOL MENTHOL FRESH (GREEN) 1x22G,7.73,9.0,1x22G
8850010000000,COLCATE COOL MENTHOL FRESH (GREEN) 1x66G,57.0,62.0,1x66G
68850000000000,COLCATE COOL MENTHOL FRESH (GREEN) 6x22G,46.38,50.0,6x22G
COLCHICINE 500,COLCHICINE 500MCG TAB,0.86,3.25,1
COLCHICINE,COLCHICINE GOUTSAPH 500MCG TABLET,1.05,3.25,1
4806510000000,cold 1X12s,10.0,11.0,1X12s
8850010000000,COLGA TB EXTRA CLEAN 1x1,30.87,35.0,1x1
128850000000000,COLGATE ACTIVE SALT 12x35G,392.73,413.0,12x35G
8850010000000,COLGATE ACTIVE SALT 1x132G,125.0,136.0,1x132G
8850010000000,COLGATE ACTIVE SALT 1X180G,130.67,140.0,1X180G
8850010000000,COLGATE ACTIVE SALT 1x35G,58.62,63.0,1x35G
68850000000000,COLGATE ACTIVE SALT 6x35G,196.36,207.0,6x35G
8850010000000,COLGATE BARBIE 1X40G,67.0,74.0,1X40G
8850010000000,COLGATE BATMAN 1X40G,67.0,74.0,1X40G
126920000000000,COLGATE CHARCOAL20G 12X20G,98.0,106.0,12X20G
6920350000000,COLGATE CHARCOAL20G 1x20g,7.8,9.0,1x20g
66920400000000,COLGATE CHARCOAL20G 6X20G,49.0,53.0,6X20G
480889000000000,COLGATE CLASSIC CHILD TB. 1X12PCS,133.98,0.0,1X12PCS
48088900000000,COLGATE CLASSIC CHILD TB. 1X6 PCS.,66.95,0.0,1X6
6920350000000,COLGATE COOL MENTHOL 2X120G,136.0,155.0,2X120G
18850000000000,COLGATE COOL MENTHOL FRESH (GREEN) 22GMSX144S,0.0,0.0,1
6920350000000,COLGATE COOL MENTHOL FRESH 2X175G,170.0,188.0,2X175G
8850010000000,COLGATE COOLING CRYSTALS 1x193G,135.0,147.0,1x193G
18850000000000,Colgate cooling crystals spicy fresh 175GX2X27s,2949.6,0.0,1
18850000000000,COLGATE FRESH CONFIDENCE RED 120GX36sX2,0.0,0.0,1
18850000000000,COLGATE FRESH CONFIDENCE SPICY FRESH (VIOLET) 22GMSX144S,0.0,0.0,1
904809000000000,COLGATE GREEN11+1 12X11+1X20G,1020.0,1072.0,1X20G
8850010000000,COLGATE GRF TWIN 23+1 24X22G,178.0,190.0,24X22G
8850010000000,COLGATE GRF TWIN PACK 2X195G,161.0,177.0,2X195G
18850000000000,COLGATE KIDS BARBIE 40GX12sX36PCS,0.0,0.0,1
18850000000000,COLGATE MAXIMUM TOOTHPASTE (RED) 24GMSX144S,0.0,0.0,1
8850010000000,COLGATE MCP  1X214G,128.0,138.0,1X214G
8850010000000,COLGATE MINIONS  1X40G,62.5,67.0,1X40G
18850000000000,COLGATE MINIONS 40GX12X3,0.0,0.0,1
8850010000000,COLGATE ORIGINAL FLAVOR 132GX2,151.0,161.99,1
18850000000000,COLGATE ORIGINAL FLAVOR 132GX36sX2,0.0,0.0,1
18850000000000,COLGATE ORIGINAL FLAVOR 195GX2X24s,0.0,0.0,1
8850010000000,COLGATE PEPPERMINT 1x66G,61.0,65.0,1x66G
8850010000000,COLGATE PEPPERMINT ICE                                                                                                1x126ml,99.0,107.0,1x126ml
6920350000000,COLGATE PEPPERMINT ICE 2X120G,133.0,147.0,2X120G
6920350000000,COLGATE PEPPERMINT ICE 2X175G,151.5,165.0,2X175G
908850000000000,COLGATE RED 23+1 6X23+1X20G,1065.0,1097.0,1X20G
8850010000000,COLGATE REGULAR 1X140G,88.0,100.0,1X140G
8850010000000,COLGATE REGULAR 1X74G,75.0,82.0,1X74G
18850000000000,COLGATE REGULAR FLAVOR 214GX12sX4,0.0,0.0,1
18850000000000,COLGATE SENSITIVE 20GX144,0.0,0.0,1
128850000000000,COLGATE SPICY FRESH (PINK)                                                                                                12x22g,92.76,100.0,12x22g
8850010000000,COLGATE SPICY FRESH (PINK) 1x126G,99.0,107.0,1x126G
8850010000000,COLGATE SPICY FRESH (PINK) 1x22G,7.73,9.0,1x22G
68850000000000,COLGATE SPICY FRESH (PINK) 6x22G,46.38,50.0,6x22G
8850010000000,COLGATE SPICY FRESH 1X193G,135.0,147.0,1X193G
8850010000000,COLGATE SPICY FRESH 1x66G,57.0,61.0,1x66G
4808890000000,COLGATE SPICY FRESH PROMO                                                                                             1x11+1x22ML,85.0,92.0,1x22ML
8850010000000,COLGATE SPICY FRESH TWIN  PACK 2X120G,132.0,143.0,2X120G
8850010000000,COLGATE SPICY FRESH TWIN  PACK 2X175G,152.0,167.0,2X175G
908850000000000,COLGATE SPICY FRESH VIOLET                                                                                            144x20,1030.0,1195.0,144x20
904809000000000,COLGATE SPICY FRESH11+1 12X11+1X20G,1020.0,1072.0,1X20G
24808900000000,COLGATE TB CLASSIC                                                                                    6X1,79.6,86.0,6X1
4808890000000,COLGATE TB CLASSIC CHILD5+                                                                                                    1x1,13.0,15.0,1x1
4808890000000,COLGATE TB CLASSIC CHILD5+              1X6s,68.0,75.0,1X6s
4808890000000,COLGATE TB CLASSIC05+1                                      1x1,14.6,16.0,1x1
4808890000000,COLGATE TB FEXI6S 1X6S,84.0,94.0,1X6S
8935240000000,COLGATE TB FLEXI 1x1,14.0,17.0,1x1
8935240000000,COLGATE TB FLEXI BLACK 1x1,21.0,24.0,1x1
4808890000000,COLGATE TB FLEXI BLACK6S 1X6S,126.0,138.0,1X6S
4808890000000,COLGATE TB SUPER FLEXI5+1 1X5+1,84.0,90.0,1X5
4808890000000,COLGATE TBOOTHBRUSH  1x1,14.66,18.0,1x1
6920350000000,COLGATE TIGER 1X40G,35.46,40.0,1X40G
124809000000000,COLGATE TOOTHBRUSH  12X1,152.4,160.0,12X1
124809000000000,COLGATE TOOTHBRUSH  1X12,126.96,134.0,1X12
64808900000000,COLGATE TOOTHBRUSH  1x6,63.48,68.0,1x6
4808890000000,COLGATE TOOTHBRUSH  S 1x1,12.7,15.0,1x1
64808900000000,COLGATE TOOTHBRUSH  S 1X6s,76.2,80.0,1X6s
14808900000000,COLGATE TOOTHBRUSH ADULT (M) 72X12,0.0,0.0,72X12
14808900000000,COLGATE TOOTHBRUSH BUY 5 GET 1 5+1SX24,0.0,0.0,1
1480890000000,COLGATE TOOTHBRUSH CLASSIC CHILD 72,0.0,0.0,1
8850010000000,COLGATE TOOTHBRUSH EXTRAB SOFT 1x1,55.27,62.0,1x1
128850000000000,COLGATE TRIPLE ACTION 12x25ML,392.73,414.0,12x25ML
18850000000000,COLGATE TRIPLE ACTION 175GX27sX2,0.0,0.0,1
8850010000000,COLGATE TRIPLE ACTION 1x145ML,133.1,142.0,1x145ML
8850010000000,COLGATE TRIPLE ACTION 1x95ML,90.14,100.0,1x95ML
8850010000000,COLGATE TRIPLE ACTION 2X175G,152.0,175.0,2X175G
8850010000000,COLGATE TRIPLE ACTION 66g                                                                                             1x66g,75.0,82.0,1x66g
68850000000000,COLGATE TRIPLE ACTION 6x25ML,196.36,207.0,6x25ML
18850000000000,COLGATE TRIPLE ACTION ORIGINAL MINT 120GX2X36s,0.0,0.0,1
8850010000000,COLGATE TRIPLE ACTION TWIN  2X120G,157.0,170.0,2X120G
8850010000000,COLGATE TRIPLE ACTION33g                                                                                                 1x33g,46.0,48.0,1x33g
128850000000000,COLGATE W/ AMINO POWER20G                                                                             12X20G,93.0,100.0,12X20G
68850000000000,COLGATE W/ AMINO POWER20G                                                                     6X20G,46.38,50.0,6X20G
8850010000000,COLGATE W/ AMINO POWER20ML                                                                                   1X20ML,7.91,9.0,1X20ML
128850000000000,COLGATE WITH AMINO POWER (RED) 12x37G,403.64,424.0,12x37G
908850000000000,COLGATE WITH AMINO POWER (RED) 144x24G,1113.0,1170.0,144x24G
8850010000000,COLGATE WITH AMINO POWER (RED) 37gx1,46.2,50.0,1
68850000000000,COLGATE WITH AMINO POWER (RED) 6x37G,201.82,212.0,6x37G
4808890000000,COLGATEFRESH GREEN  1x11+1x12ML,85.0,92.0,1x12ML
4808890000000,COLGATR TB MEDIUM                       1X5+1,72.0,82.0,1X5
0088020439766,COLOR BLUE BEANS 30S 1X30S,115.0,140.0,1X30S
0002424000051,COLOR PAPER splash 1X250SHEETS,205.0,230.01,1X250SHEETS
1160000000000,COLOR PEN  1x18S,38.0,48.0,1x18S
6811720000000,COLOR PENCIL12S 1X12S,18.0,25.0,1X12S
6950870000000,COLOR PENCIL12S 1X12S,20.0,23.0,1X12S
6905800000000,COLOR PENCIL24S 1X24S,68.0,90.0,1X24S
4833580000000,COLOR PENCIL24S 1X24S,48.8,61.0,1X24S
0000017202109,Colored folder 1X1,8.0,0.0,1X1
0000026000013,COLORED FOLDER6S 1X6S,42.0,52.0,1X6S
0000000069852,COLORED PAPER 1x74800045310043,9.0,0.0,1x74800045310043
0000026000065,COLORED PAPER ASSTD5S 1X5S,8.0,12.0,1X5S
0000242400007,COLORED PAPER LONG 1X10PCS,14.0,20.0,1X10PCS
0024240000231,COLORED PAPER SHORT10S 1X10PCS,290.0,350.0,1X10PCS
0024240000230,COLORED PAPER SHORT250S 1X250S,230.0,260.0,1X250S
4806500000000,COLORED PAPER SUNBURST 1X250s,250.0,280.0,1X250s
6971300000000,COLORFUL FRUITY LOLLIPOP 1x30PCS,107.1,125.0,1x30PCS
0792649000000,COLORFUL STICK LOLLIPOP200'S,165.0,180.0,1
COLVAN,COLVAN CAPSULE,10.16,11.5,1
4806500000000,COLVAN ORAL DROPS CHERRY FLAVOR 10ML,97.73,104.0,1
4806500000000,COLVAN SYRUP CHERRY FLAVOR 60ML,98.67,105.0,1
6920180000000,COMB & SCISSOR SET 1x1,40.0,45.0,1x1
6956430000000,COMB 1x1,13.0,20.0,1x1
0001212000027,COMB 1x1,4.0,5.0,1x1
0001212000028,COMB 1x1,5.0,10.0,1x1
0001212000029,COMB 1x1,9.0,15.0,1x1
1160000000000,COMB 1X12s,60.0,90.0,1X12s
6984110000000,COMB ASST.12S 1X12S,38.0,48.0,1X12S
0002800000153,COMB SUYOD 1x1,7.0,10.0,1x1
0002800000155,COMB SUYOD 1x1,8.0,15.0,1x1
6946550000000,COMB SUYOD 1x12PCS,24.0,35.0,1x12PCS
0002800000154,COMB SUYOD12S 1X12S,80.0,100.0,1X12S
0002800000152,COMB SUYOD12S 1X12S,50.0,80.0,1X12S
1080000000000,COMBAT GUN 1X1,52.73,58.0,1X1
4800090000000,COMBI DOUBLE CHEESE 1X10S,51.7,55.0,1X10S
4800090000000,COMBI TRIPLE CHOCO                                                                                     10x30g,55.52,60.0,10x30g
1110000000000,COMPASS,40.0,50.0,1
6957040000000,COMPASS 8189 1x1,35.0,50.0,1x1
16950900000000,CONDOR BLACK 1X1                                                                                         1X1,23.33,30.0,1X1
66950900000000,CONDOR BLACK 1X6S                                                                                                   1X6S,140.0,160.01,1X6S
66950900000000,CONDOR BLACK 1X6S                                                                                                   1X6S,140.0,160.0,1X6S
16950900000000,CONDOR BLUE 1X1 1X1,20.0,25.0,1X1
66950900000000,CONDOR BLUE 1X6S                                                                                                  1X6S,120.0,140.0,1X6S
6950850000000,CONDOR PLAYING CARDS BLK                                                                                                 1x12,280.0,320.0,1x12
6950850000000,CONDOR PLAYING CARDS BLK                                                                                             1X1,23.0,30.0,1X1
126951000000000,CONDOR PLAYING CARDS BLK 1x12,140.0,160.0,1x12
6950850000000,CONDOR PLAYING CARDS BLUE 1x1,258.0,280.0,1x1
126951000000000,CONDOR PLAYING CARDS BLUE 1x12,210.0,260.0,1x12
6972610000000,CONDOR PLAYING CARDS GOLD 1x1,21.0,28.0,1x1
126973000000000,CONDOR PLAYING CARDS GOLD 1x12,264.0,295.0,1x12
4806510000000,CONES MILK CHOCOLATE40S 1X40S,33.22,37.0,1X40S
4807790000000,CONZACE CAPSULE,11.55,13.0,1
4806510000000,COOFEEMILK 1X55S,28.0,33.0,1X55S
0020000050035,COOKING OIL                                                                                                             1x1GALLON,248.0,280.0,1x1GALLON
0000022222295,COOKING OIL                                                                                                            1 1x1.5ml,120.0,130.0,1x1
0020000050175,COOKING OIL 1x1/2,124.0,140.0,1x1
0000246810158,COOKING OIL 1x1/2,150.0,158.0,1x1
0000600000003,COOKING OIL 1x1GALLON,295.0,315.0,1x1GALLON
0002000005000,COOKING OIL 1X350ML,28.0,35.0,1X350ML
0002000005001,COOKING OIL 1X350ML,36.0,36.0,1X350ML
0020000040019,COOKING OIL REFIIL 1X1000ML,86.0,95.0,1X1000ML
0020000030018,COOKING OIL W/CONTAINER                                                                                                     1x18KL,1400.0,1470.0,1x18KL
0020000030020,COOKING OIL W/OUT CONTAINER                                                                                             1x18KL,1365.0,1400.0,1x18KL
4806510000000,cool ace 1x24s,22.0,24.0,1x24s
48065100000000,cool ace 1x24s,22.0,24.0,1x24s
4806510000000,COOL ACE COLA 1X24S,22.0,24.0,1X24S
4806510000000,cool ace orange 1x24g,22.0,24.0,1x24g
4806510000000,cool ace pur 1x24s,22.0,24.0,1x24s
4806510000000,COOL ACE SPIRIT 24S 1X24PCS,22.0,24.0,1X24PCS
4806520000000,cool na cool 1x24s,21.0,24.0,1x24s
4806520000000,COOL NA COOL GR 1X24S,21.0,24.0,1X24S
4806520000000,cool na cool O 1X24s,21.0,24.0,1X24s
4806520000000,cool na cool pur. 1x24s,21.0,24.0,1x24s
4806510000000,COOLER CANDY55S 1X55S,28.0,33.0,1X55S
4806510000000,COOLERS  soft drink bag 4x10 1/2(100pcs),0.0,0.0,4x10
4806520000000,corn bits 100g 1x100g,14.18,17.0,1x100g
64806500000000,corn bits 100g 6x100g,79.5,85.0,6x100g
4806520000000,Corn Bits Corn Snack 100gx1,15.25,0.0,1
48065100000000,Corn Bits corn snack- Original sugar garlic 70gx1,10.12,12.0,1
480651000000000,Corn Bits corn snack- Original sugar garlic 70gx10pcs,102.3,115.0,1
4806510000000,CORN BITS FLAKES CHEESE 12x10G,10.35,11.0,12x10G
4806520000000,CORN BITS FLAKES MILK 12x10G,10.35,11.0,12x10G
4806510000000,CORN BITS MIX JUMBO                                                                                                   10X20G,20.6,23.0,10X20G
4806510000000,CORN BITS ORIGINAL GARLIC 12x10G,10.35,11.0,12x10G
4806510000000,CORN BITS SARAP MIX 12x10G,10.35,11.0,12x10G
4806510000000,CORN BITS SPECIAL B-B-Q 12x10G,10.35,11.0,12x10G
4806510000000,CORN BITS SPECIAL MIX 12x10G,10.35,11.0,12x10G
904807000000000,CORN FLAKES CHEESE JUMBO 20X12.68G,412.0,435.0,20X12
4806510000000,CORN FLAKES CHOCO 12x10G,10.35,11.0,12x10G
4806520000000,CORN FLAKES CHOCO JUMBO                                                                     10X20G,20.6,23.0,10X20G
4806520000000,CORN FLAKES STRAWBERRY  12x10G,10.35,11.0,12x10G
54806500000000,CORNBITS  MIX70G                                                                                                    5X70G,64.0,69.0,5X70G
104807000000000,CORNBITS MIX70G                                                                                                 10X70G,127.75,138.0,10X70G
54806500000000,CORNBITS ORIGINAL70G                                                                                             5X70G,59.0,64.0,5X70G
104807000000000,CORNBITS ORIGINAL70G                                                                                        10X70G,119.0,128.0,10X70G
4806510000000,CORNBITS ORIGINAL70G                                                                                       70GX1,12.8,14.0,1
4802830000000,corndog 800g,265.31,0.0,1
4800310000000,corned beef 1x1,33.0,0.0,1x1
0080000050025,CORNSTARCH                                                                                                           1X25KG,1215.0,1250.0,1X25KG
0080000050001,CORNSTARCH                                                                                                       1X1KG,50.0,56.0,1X1KG
6940580000000,CORRECTION PEN 1x1,19.0,25.0,1x1
6940580000000,CORRECTION PEN7ML 1X7ML,19.0,25.0,1X7ML
6926650000000,CORRECTION TAPE  1x5M,10.0,13.0,1x5M
6932290000000,CORRECTION TAPE #0812 1X12M,10.0,13.0,1X12M
6932290000000,CORRECTION TAPE 0816 1x5M,9.0,13.0,1x5M
6932290000000,CORRECTION TAPE 12 1x1,14.0,16.0,1x1
6941680000000,CORRECTION TAPE 12M 1x1,20.0,28.0,1x1
6932290000000,CORRECTION TAPE 16 1x1,12.0,15.0,1x1
6955240000000,CORRECTION TAPE 1x1,10.0,16.0,1x1
6975120000000,CORRECTION TAPE 1x1,10.0,16.0,1x1
8950510000000,CORRECTION TAPE 1x1,15.0,16.0,1x1
6972000000000,CORRECTION TAPE 2058 1X2,28.0,35.0,1X2
6947750000000,correction tape 30m 1X1,25.0,0.0,1X1
6955240000000,CORRECTION TAPE 32 1X4S,32.0,35.0,1X4S
6926650000000,CORRECTION TAPE 6M 1x6M,10.0,13.0,1x6M
6933050000000,CORRECTION TAPE 8998 1x5M,10.0,14.0,1x5M
4806040000000,CORRECTION TAPE 8M 1x1,18.0,25.0,1x1
6941680000000,CORRECTION TAPE 8M 1X8,20.0,28.0,1X8
6941680000000,CORRECTION TAPE 8M 1X8M,20.0,28.0,1X8M
6925370000000,CORRECTION TAPE MINI 1x1,20.0,25.0,1x1
6933050000000,CORRECTION TAPE12 1x1,14.0,16.0,1x1
4806520000000,COTRIMOXAZOLE 200MG/40MG/5ML BUTTERSCOTH FLVR 60ML,13.2,42.0,1
4806520000000,COTRIMOXAZOLE 480MG/5ML BANANA FLAVOR 60ML,24.8,49.75,1
4806520000000,COTRIMOXAZOLE KATHREX 480MG TABLET,0.64,2.0,1
4806520000000,COTRIMOXAZOLE TRYMERIN 240MG/5ML BANANA FLAVOR 60M,13.0,42.0,1
4806510000000,COTRIMOXAZOLE ZOLBACH 800MG/160MG TABLET 1'S,1.13,3.5,1
208809000000000,COTTON BUDS 100T 20X100T,80.0,100.0,20X100T
6949780000000,COTTON BUDS 1X1,25.0,30.0,1X1
6907260000000,COTTON BUDS 1x1,18.0,25.0,1x1
8809060000000,COTTON BUDS 1x80S,6.0,7.0,1x80S
248809000000000,COTTON BUDS 24X80S,57.0,70.0,24X80S
28809100000000,COTTON BUDS 24X80S,65.0,80.0,24X80S
108809000000000,COTTON BUDS100T 10X100T,100.0,120.0,10X100T
8809120000000,COTTON BUDS100T 1X100TIPS,4.0,7.0,1X100TIPS
4806510000000,COTTON CANDY 1X12S,50.0,55.0,1X12S
4806510000000,COTTON CANDY12S 12X10G,50.0,55.0,12X10G
4800230000000,COUMADIN 2.5MG TABLET,26.91,30.75,1
4800310000000,COVERAM 10MG/10MG TABLET,55.52,62.0,1
4800310000000,COVERAM 5MG/10MG,40.77,46.0,1
4800310000000,COVERAM 5MG/5MG TAB,36.28,41.0,1
4800310000000,COVERSYL PLUS 5MG/1.25MG TABLET,12.95,36.0,1
4800580000000,COWBELL EVAPORADA 1x370ML,23.62,26.0,1x370ML
4800150000000,crab lumpia 1pck x 14pcs.,85.0,0.0,1
904800000000000,CRACKLINGS  15x20x5G,278.0,285.01,15x20x5G
4800190000000,CRACKLINGS  1x20PCS,18.35,19.0,1x20PCS
904800000000000,CRAEM O 20X330G,1260.0,1300.0,20X330G
124801000000000,CRAYOLA 8S 12X8S,190.0,230.0,12X8S
64800600000000,CRAYOLA 8S 6X8S,95.0,115.0,6X8S
4800560000000,CRAYOLA CRAYONS 1X16PCS,25.0,35.0,1X16PCS
4800560000000,CRAYOLA CRAYONS 1X24PCS,34.0,50.0,1X24PCS
64800600000000,CRAYOLA CRAYONS 1X6X24PCS,252.0,288.0,1X6X24PCS
4800560000000,CRAYOLA CRAYONS 1X8PCS,20.0,25.0,1X8PCS
4800560000000,crayola so big 1X8S,130.0,165.0,1X8S
4800560000000,CRAYOLA12S 1X12S,19.0,30.0,1X12S
95523200000000,CRAYON UMBRELLA30S 1X30S,105.0,140.0,1X30S
1690000000000,CRAYONS 1X16s,18.0,25.0,1X16s
1690000000000,CRAYONS 1X24s,28.0,40.0,1X24s
0000000002435,CRAYONS jumbo 1x1,98.0,0.0,1x1
4800620000000,CRAYONS LARGE 12S 1X12S,40.0,50.0,1X12S
9092110000000,CRAZY GUNMAN TOYS 1x1,57.0,76.0,1x1
4800020000000,CREAM ALL  1X300G,47.0,50.0,1X300G
124800000000000,CREAM ALL 12X5G,16.8,18.0,12X5G
124800000000000,CREAM ALL 12X80G,158.4,168.0,12X80G
4800020000000,CREAM ALL 1X5G,1.4,2.0,1X5G
4800020000000,CREAM ALL 1X80G,13.2,15.0,1X80G
904800000000000,CREAM ALL 20X24X5G,705.0,755.0,20X24X5G
4800020000000,CREAM ALL 24X5G,38.0,42.0,24X5G
14800000000000,CREAM ALL 450GX12,0.0,0.0,1
14800000000000,CREAM ALL 5GX20,0.0,0.0,1
64800000000000,CREAM ALL 6X80G,79.2,84.0,6X80G
14800000000000,CREAM ALL 80X60,0.0,0.0,80X60
0731126000000,CREAM ALL PURPOSE 1x80g,17.0,18.0,1x80g
904800000000000,CREAM O CRINKLES 20X330G,1260.0,1298.0,20X330G
4800890000000,CREAM SILK DAMAGE CONROL 1X180ML,135.0,145.0,1X180ML
124801000000000,CREAM SILK DAMAGE CONTROL (BLUE) 12x11ML,69.0,72.0,12x11ML
4800890000000,CREAM SILK DAMAGE CONTROL (BLUE) 1X 11ML,5.75,7.0,1
64800900000000,CREAM SILK DAMAGE CONTROL (BLUE) 6X11ML,34.5,36.0,6X11ML
4800890000000,CREAM SILK DRY RESCUE 1X180ML,130.0,140.0,1X180ML
904801000000000,CREAM SILK GOLD 12X18ML,1570.0,1625.0,12X18ML
124801000000000,CREAM SILK HAIR FALL CONTROL (GREEN) 11+1                                                                   24x11+1x11ML,68.5,75.0,1x11ML
4800890000000,CREAM SILK HAIR FALL CONTROL GREEN 1X11ML,5.5,7.0,1X11ML
64800900000000,CREAM SILK HAIR FALL CONTROL GREEN 6X12ML,32.12,38.0,6X12ML
124801000000000,CREAM SILK HAIR FALL DEFENSE (GREEN) 12X11ML,72.5,78.0,12X11ML
4800890000000,CREAM SILK HAIR FALL DEFENSE (GREEN) 1X11ML,5.65,7.0,1X11ML
64800900000000,CREAM SILK HAIR FALL DEFENSE (GREEN) 6X11ML,36.0,39.0,6X11ML
4800890000000,CREAM SILK LONG %26 LUSCIOUS 1X170ML,130.95,148.0,1X170ML
64800900000000,CREAM SILK LONG & LUSCIOUS (BLUE) 6X10ML,34.2,36.0,6X10ML
124801000000000,CREAM SILK OLD ROSE                                                                                                      12x28ml,74.0,80.0,12x28ml
4800890000000,CREAM SILK OLD ROSE 1X28ML,5.6,8.0,1X28ML
54800900000000,CREAM SILK OLD ROSE 6x28g,33.6,35.0,6x28g
4800890000000,CREAM SILK SS+SSK GREEN  1+1X180ML,196.0,206.0,1X180ML
4800890000000,CREAM SILK SS+SSK PNK  1+1X180ML,196.0,206.0,1X180ML
124801000000000,CREAM SILK STAND OUT STRAIGHT (PINK) 12X12ML,71.8,76.0,12X12ML
4800890000000,CREAM SILK STAND OUT STRAIGHT (PINK) 1x12ML,5.0,7.0,1x12ML
64800900000000,CREAM SILK STAND OUT STRAIGHT (PINK) 6x12ML,35.0,38.0,6x12ML
4800890000000,CREAM SILK STAND OUT STRAIGHT PINK 1x12ML,5.66,7.0,1x12ML
64800900000000,CREAM SILK STAND OUT STRAIGHT PINK 6X12ML,32.11,38.0,6X12ML
4800890000000,CREAM SILK STANDOUT STRAIGHT 1X180ML,135.0,145.0,1X180ML
4800890000000,CREAM SILK STANDOUT STRAIGHT 1X350ML,172.7,190.0,1X350ML
4800890000000,CREAM SILK TKR (hairfall defense) 1x340ML,315.2,355.0,1x340ML
4800890000000,CREAM SILK TKR (ultimate straight) 1X170ML,183.9,205.0,1X170ML
4800890000000,CREAM SILK TKR GOLD 11+1                                                                                                11+1x18ml,65.0,70.0,1x18ml
14800900000000,CREAM SILK TKR GOLD 11+1                                                                                                11+1x18ml,65.0,70.0,1x18ml
904801000000000,CREAM SILK TKR GOLD11+1 288X18ML,1434.05,1495.0,288X18ML
4800890000000,CREAM SILK TRIPLE KERATIN RESCUE 1X170ML,196.0,215.0,1X170ML
4800890000000,CREAM SILK TRIPLE KERATIN RESCUE ULTIMATE COLOR REVIVE 1X180ML,183.0,195.0,1X180ML
124801000000000,CREAM SILK ULTIMATE COLOR REVIVE (RED) 12X10ML,68.4,80.0,12X10ML
4800890000000,CREAM SILK ULTIMATE COLOR REVIVE (RED) 1X10ML,5.7,7.0,1X10ML
48008900000000,CREAM SILK ULTIMATE COLOR REVIVE (RED) 1X10ML,34.2,36.0,1X10ML
48008900000000,CREAM SILK ULTIMATE HAIR FALL DEFIANCE (GREEN) 1X10ML,34.2,36.0,1X10ML
124801000000000,CREAM SILK ULTIMATE REPAIR & SHINE (GOLD) 12X10ML,68.4,80.0,12X10ML
64800900000000,CREAM SILK ULTIMATE REPAIR & SHINE (GOLD) 6X10ML,34.2,40.0,6X10ML
4800890000000,CREAM SILK ULTIMATE STRAIGHT (PINK) 1X10ML,5.7,7.0,1X10ML
48008900000000,CREAM SILK ULTIMATE STRAIGHT (PINK) 1X10ML,34.2,36.0,1X10ML
4800020000000,CREAM-O CAKE BAR 40gx1,63.5,0.0,1
14800000000000,CREAM-O CAKEWICH 10X10,0.0,0.0,10X10
4800020000000,CREAM-O CAKEWICH 25GX10,76.0,80.0,1
4800020000000,CREAM-O CHOCO N BERRIES 10SX1,65.0,70.0,1
904800000000000,CREAM-O COOKIES N CREAM 1X20,1240.0,1280.0,1X20
4800020000000,CREAM-O COOKIES N CREAM 270GX1,65.0,70.0,1
4800020000000,Cream-o D.choc chip cookies 36gx10,86.0,92.0,1
4800010000000,CREAM-O double choco COOKIES                                                                            33gx10,66.54,72.0,1
4800010000000,CREAM-O VANILLA BISCUITS                                                                                           33gx10,66.54,72.0,1
4800890000000,CREAMSIK PINK 1+1X350ML,379.0,402.0,1X350ML
64800900000000,CREAMSILK COLOR REVIVE 1x6,39.19,42.0,1x6
904801000000000,CREAMSILK DAMAGE CONTROL (BLUE)                                                                                     24x11+1x11ML,1642.24,1700.0,1x11ML
124801000000000,CREAMSILK DAMAGE CONTROL (BLUE)                                                                                    11+1,69.0,75.0,1
4800890000000,CREAMSILK DAMAGE CONTROL 1X11ML,6.22,7.0,1X11ML
64800900000000,CREAMSILK DAMAGE CONTROL 6X11ML,37.33,40.0,6X11ML
124801000000000,CREAMSILK DRY RESCUE (ORANGE) 12X10ML,74.65,80.0,12X10ML
4800890000000,CREAMSILK DRY RESCUE (ORANGE) 1X10ML,5.7,7.0,1X10ML
904801000000000,CREAMSILK DRY RESCUE (ORANGE) 24X12X11ML,1791.53,1855.0,24X12X11ML
64800900000000,CREAMSILK DRY RESCUE (ORANGE) 6X10ML,37.32,40.0,6X10ML
4800890000000,CREAMSILK GOLD 1X18ML,6.22,7.0,1X18ML
124801000000000,CREAMSILK GOLD18ML                                                                                        12X18ML,72.0,78.0,12X18ML
64800900000000,CREAMSILK GOLD18ML                                                                                    6X18ML,36.0,39.0,6X18ML
904801000000000,CREAMSILK GREEN 48X6+1,1741.0,1795.0,48X6
